0,0,0.087834,0.0842267,0,0,0.0499528,0.0687563,0.0687563,0,0,0,0.0719331,0,0,0.03807,0,0,0,0,0,0,0,0.0835568,1,0,0.0418987,0,0,0.0426478,0.0492855,0,0,0.0687563,0.0444521,0.0825511,0,0,0.0408815,0.0353841
0,0,0.0405518,0.0373641,0,0,0,0,0,0,0,0,0.0329266,0,0,0,0,0.0520673,0,0,0,0,0.075745,0,0,1,0,0.0292863,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0713803,0.0624693,0,0,0.0400132,0.0526849,0.0526849,0,0,0,0.0560893,0,0,0.0297543,0,0,0,0,0,0,0,0,0.0433681,0,1,0,0,0.0341143,0.113702,0,0,0.0508935,0.139037,0.0633149,0,0,0.0324888,0.0277861
0.0869036,0.0995706,0,0.0466188,0.126622,0.0823192,0,0,0,0,0.084828,0.147036,0.0417156,0.178806,0,0.0652783,0,0.0326223,0.0467077,0.0556298,0.0495689,0.0649039,0.176423,0,0,0.0283784,0,1,0,0.074592,0,0,0,0,0,0.0233669,0,0,0.0449572,0.220645
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634752,0,0,0,0,1,0,0,0.603975,0,0,0,0,0,0,0,0
0.0507295,0.146806,0.177901,0.098384,0.11276,0,0,0.0518873,0.0518873,0,0,0.0691946,0.0567008,0.046318,0,0.902767,0,0,0,0.0389462,0.0343167,0,0.0315607,0.0319421,0.0433917,0,0.0327091,0.0757895,0,1,0.0391952,0,0,0.0518873,0.0342798,0.0642054,0,0,0.170139,0.0276236
0,0,0.0810344,0.109064,0,0,0.0879363,0.0627797,0.0627797,0,0,0,0.0645538,0.0533781,0,0.0333596,0,0,0,0,0,0,0,0.0371296,0.0482409,0,0.114899,0,0,0.0372425,1,0,0,0.0627797,0.0392059,0.0726883,0.0469009,0,0.0356414,0.0316116
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371073,0,0,0,0,0.618532,0,0,1,0,0,0,0,0.0505269,0,0,0
0,0,0,0,0,0,0.0568325,0.0762986,0.0762986,0,0,0.0478887,0,0,0.0934464,0,0,0,0,0,0,0,0.0439677,0,0,0,0,0,0,0,0,0,1,0.0762986,0,0.0420207,0.0587377,0,0,0
0,0,0.102888,0.0975491,0,0,0.195648,0.892462,0.892462,0,0,0.0972172,0.0847434,0,0.23823,0.0448074,0,0,0,0.0827643,0,0,0.0468699,0,0.0617727,0,0.0511608,0,0,0.0500562,0.0541854,0,0.0605331,1,0.0529512,0.143207,0.0615415,0,0.0482972,0.04216
0,0,0.0702533,0.0665261,0,0,0.0793017,0.0526148,0.0526148,0,0,0,0.058562,0,0,0.0309343,0,0,0,0,0,0,0,0,0.0443495,0,0.138693,0,0,0.0346442,0.0398115,0,0,0.0526148,1,0.0679148,0,0,0.032146,0.0288856
0,0,0.135858,0.119527,0,0,0.0359631,0.15314,0.15314,0,0,0.0322503,0.108137,0,0.058321,0.0573867,0,0,0,0,0,0,0.0302482,0,0.0815047,0,0.0663306,0.0246857,0,0.0648863,0.0750816,0,0.044264,0.15314,0.0650791,1,0.0400775,0,0.0619041,0.0541826
0,0,0,0,0,0,0.0480502,0.0648908,0.0648908,0,0,0.0411013,0,0,0.0788546,0,0,0,0,0,0,0,0.0397457,0.0412076,0,0,0,0,0,0,0.0480076,0.0450514,0.0510548,0.0648908,0,0.0392207,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.0303587,0.0629484,0.0860414,0.0814569,0,0,0.0465562,0.0465562,0,0,0.0302648,0.0502187,0,0,0.142702,0,0,0,0.0321124,0.0298517,0,0.0288726,0,0.038526,0,0.0294799,0.0473306,0,0.163554,0.0352588,0,0,0.0453742,0.0323142,0.0572821,0,0,1,0.0491608
0,0.0824547,0.161711,0.112075,0,0.0593615,0,0.0401685,0.0401685,0,0,0.133596,0.0450357,0.0360163,0,0.0245085,0.0269327,0,0.0523346,0,0,0,0.0256799,0,0.0342799,0,0.0267021,0.229896,0,0.0270934,0.0303196,0,0,0.0401685,0.0275964,0.0507628,0,0,0.0531468,1
