1,0,0,0,0,0,0,0,0,0,0,0,0.0430512,0.0688663,0,0.0462086,0,0,0,0,0,0.0705568,0,0,0,0,0,0.0939381,0,0.0518946,0,0,0,0,0,0,0,0,0,0
0,1,0.106597,0.0804742,0.114174,0.0396087,0,0,0,0,0,0.0696098,0,0.0450597,0,0.12398,0.0369169,0,0.0657178,0.0391328,0.0374164,0,0.0677698,0,0,0,0,0.10648,0,0.138692,0,0,0,0,0,0,0,0,0.0331008,0.0874653
0,0.102813,1,0.24916,0,0,0,0.100131,0.100131,0,0,0,0.112668,0,0,0.155615,0.0677027,0,0.0603066,0,0,0,0,0,0.0835041,0.0375868,0.0642481,0,0,0.172794,0.0726851,0,0,0.100131,0.0696389,0.127105,0,0,0.0630794,0.15969
0,0.0807099,0.263087,1,0.0852198,0,0,0.101573,0.101573,0,0,0.03312,0.13984,0.0434176,0,0.0871464,0.0359329,0.0437674,0.0296517,0.0364665,0.0357209,0,0.0301155,0,0.0808678,0.0380185,0.0669748,0.0498841,0,0.0963827,0.114056,0,0,0.101573,0.0682383,0.131082,0,0,0.0929984,0.120912
0,0.11228,0,0.081233,1,0,0,0,0,0,0,0.0832252,0,0,0,0.09795,0,0,0,0.0955496,0.0871004,0,0.0812607,0,0,0,0,0.128099,0,0.110036,0,0,0,0,0,0,0,0,0.0777552,0
0,0.0381809,0,0,0,1,0,0,0,0,0.0517376,0.0381639,0.0638619,0.12187,0,0,0,0,0.0341924,0,0,0,0.0709135,0,0,0,0,0.0846173,0,0,0,0,0,0,0,0,0,0,0,0.0626075
0,0,0,0,0,0,1,0.190839,0.190839,0,0,0.0376901,0,0,0.339683,0,0,0,0,0,0,0,0.0360918,0.0719767,0.0474533,0,0.0369732,0,0,0,0.0856278,0,0.0448735,0.190839,0.0786279,0.0371752,0.0458172,0,0,0
0,0,0.107082,0.100965,0,0,0.204633,1,1,0,0,0.101094,0.0874991,0,0.244171,0.0463051,0,0,0,0.0860625,0,0,0.04867,0,0.0648049,0,0.0524367,0,0,0.0518363,0.0566551,0,0.06354,0.887032,0.0549024,0.148768,0.0640726,0,0.0495017,0.0435278
0,0,0.107082,0.100965,0,0,0.204633,1,1,0,0,0.101094,0.0874991,0,0.244171,0.0463051,0,0,0,0.0860625,0,0,0.04867,0,0.0648049,0,0.0524367,0,0,0.0518363,0.0566551,0,0.06354,0.887032,0.0549024,0.148768,0.0640726,0,0.0495017,0.0435278
0,0,0,0,0,0,0,0,0,1,0.105705,0,0,0,0,0,0,0.101402,0,0.0865768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0555321,0,0,0,0.0993381,1,0.0490378,0.0408268,0,0,0,0,0.066817,0.0465981,0.0567049,0,0,0.0465782,0,0,0,0,0.0511444,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0673328,0,0.0311566,0.0850852,0.0356994,0.0371071,0.102399,0.102399,0,0.0438811,1,0,0.0438458,0.0650745,0.0576192,0,0,0.0297248,0.0711575,0.0329925,0,0.09175,0,0,0,0,0.149335,0,0.0630113,0,0,0.0390112,0.102399,0,0.0314627,0.0410007,0,0.0309134,0.135978
0.0417802,0,0.111368,0.12897,0,0.0594399,0,0.0825457,0.0825457,0,0.0374004,0,1,0,0,0.0479597,0,0.0705321,0,0,0,0.0352343,0.0766799,0,0.0699039,0.0307673,0.054818,0.0422309,0,0.0541214,0.0613661,0,0,0.0825457,0.0563005,0.107472,0,0,0.0522805,0.0461333
0.0760743,0.0499994,0,0.0460209,0,0.12783,0,0,0,0,0,0.0476361,0,1,0,0.0416203,0,0,0.0448012,0,0,0,0.0442337,0,0,0,0,0.172133,0,0.046689,0.0528644,0,0,0,0,0,0,0,0,0.0389911
0,0,0,0,0,0,0.256668,0.224607,0.224607,0,0,0.0602527,0,0,1,0,0,0,0,0,0,0,0.0573941,0,0,0,0,0,0,0,0,0,0.0793217,0.219489,0,0.0606844,0.0766316,0,0,0
0.0452474,0.130166,0.158394,0.0865094,0.100574,0,0,0.0461008,0.0461008,0,0,0.060329,0.05116,0.0413127,0,1,0,0,0,0.0346614,0.0305652,0,0.0279273,0.0285476,0.0387025,0,0.0296181,0.0684519,0,0.905208,0.0349595,0,0,0.0461008,0.0305028,0.0578537,0,0,0.155677,0.0243893
0,0.0369163,0.0763324,0.0338136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0336629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309833
0,0,0,0.0438068,0,0,0,0,0,0.0919989,0.0627694,0,0.077082,0,0,0,0,1,0,0.0528611,0,0,0.086227,0,0,0.0525119,0,0.0341073,0,0,0,0,0,0,0,0,0,0,0,0
0,0.065509,0.0687847,0.0316094,0,0.0369847,0,0,0,0,0.0434734,0.0336141,0,0.0427696,0,0,0.0344569,0,1,0,0,0,0.0302551,0,0,0,0,0.0482563,0,0,0,0,0,0,0,0,0,0,0,0.0520641
0,0.0399128,0,0.0377388,0.101087,0,0,0.079525,0.079525,0.0741109,0.0530587,0.0786627,0,0,0,0.0338329,0,0.0508004,0,1,0.107128,0,0.0378208,0,0,0,0,0.0584847,0,0.0377574,0,0,0,0.079525,0,0,0,0,0.038346,0
0,0.0353853,0,0.0326812,0.0939848,0,0,0,0,0,0,0.0361006,0,0,0,0.0319414,0,0,0,0.10867,1,0,0.116352,0,0,0,0,0.0545085,0,0.0359637,0,0,0,0,0,0,0,0,0.0348742,0
0.0784694,0,0,0,0,0,0,0,0,0,0,0,0.0418261,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0576074,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0567344,0,0.0280341,0.0695182,0.0627843,0.0316983,0.0429416,0.0429416,0,0.0373894,0.0858216,0.0741472,0.0373983,0.0509826,0.0257724,0,0.0741942,0.0272581,0.0308186,0.108676,0,1,0,0,0.0628089,0,0.17113,0,0.0284827,0,0,0.0350168,0.0429416,0,0.0276986,0.0338696,0,0.0269167,0.0237947
0,0,0,0,0,0,0.0817285,0,0,0,0,0,0,0,0,0.0307151,0,0,0,0,0,0,0,1,0.0886962,0,0,0,0.0690549,0.0348351,0.0391076,0.0404336,0,0,0,0,0.0413542,0,0,0
